sentence,label
"The movie tried to be a gritty, realistic drama, but it felt fake and overly stylized.",0
"The movie's pacing was slow and plodding, making it a chore to sit through.",0
I was disappointed by the wasted potential in the script and the poor execution by the director.,0
The movie's themes were handled poorly and felt disconnected from the rest of the story.,0
The movie's climax was rushed and felt like an afterthought.,0
The movie's score was forgettable and failed to leave any lasting impression.,0
The movie's plot was convoluted and hard to follow at times.,0
"I was expecting a thought-provoking drama, but what I got was a shallow, formulaic film.",0
The movie's pacing was all over the place and it felt like the director couldn't decide on a tone.,0
I was disappointed by the wasted potential in the script and the poor execution by the director.,0
"The movie tried to be a fun, lighthearted rom-com, but it was instead a cheesy, cringeworthy disaster.",0
"The movie's themes were interesting, but they were handled poorly and felt disconnected from the rest of the story.",0
"The movie's setting was richly detailed, but the story itself was dull and unengaging.",0
"The movie tried to be a deep, philosophical exploration of the human condition, but it felt shallow and unsatisfying.",0
The movie's climax was predictable and lacked any real tension or excitement.,0
The movie's score was generic and failed to add any emotional weight to the film.,0
"I was expecting a fun, action-packed blockbuster, but it was instead a soulless, corporate cash-grab.",0
The movie's plot was predictable and lacked any real surprises.,0
"The movie tried to be a gritty, realistic drama, but it felt fake and overly stylized.",0
"The movie's pacing was slow and plodding, making it a chore to sit through.",0
I was disappointed by the wasted potential in the script and the poor execution by the director.,0
The movie's themes were handled poorly and felt disconnected from the rest of the story.,0
The movie's climax was rushed and felt like an afterthought.,0
The movie's score was forgettable and failed to leave any lasting impression.,0
The movie's plot was convoluted and hard to follow at times.,0
"I was expecting a thought-provoking drama, but what I got was a shallow, formulaic film.",0
The movie's pacing was all over the place and it felt like the director couldn't decide on a tone.,0
I was disappointed by the wasted potential in the script and the poor execution by the director.,0
"The movie tried to be a fun, lighthearted adventure, but it was instead a confusing, disjointed disaster.",0
"The movie's themes were interesting, but they were handled poorly and felt disconnected from the rest of the story.",0
The movie's climax was predictable and lacked any real tension or excitement.,0
