sentence,label
Hats off and thank you to #GranniesRespond  .Their caravan made it to McAllen Texas this weekend to protest the treatment of migrant and immigrant families by #NotMyPresident. Now we need them to show up in November and #VoteThemOut  .,0
"@user Entire West must unite to isolate Rogue PAK,creator of terror in the world.Stop selling Arms to Muslim Countries.",0
"""A key reason why refugees tend to flourish is the grit and determination they forged in the face of extreme adversity and persecution."" -Tim Breene, CEO of @user #WeWelcomeRefugees #StandForTheVulnerable #WorldRelief",0
"The slating of Julia Pawlak is disgusting. Just another virgin/whore dichotomy at play. All women deserve respect, not just the 'good' ones",0
America Is Not a Nation of Immigrants   Great read...,1
"Illegal immigration sidelines at least 5 million marginalized Americans and their families, including many who are now struggling with opioid addictions.The huge influx of cheap labor has helped to stall Americans’ wages since the 1970s",1
#immigrants #racist #Trump,1
@user YOU FVCKING CUNT BITCH!!! APOLOGIZE! @user @user @user,1
Teaching a woman to drive is like teaching a rock to swim. #WomenSuck,1
The former criminal president of Georgia Sakaschwilli run as an illigal refugee into Ukraine. He gets help from Timoschenko/Ukraine. Jail?,0
"If she's doin this, she's about to suck the souls of 10 dead men out your dick",1
Italy asks other countries to help take in rescued migrants,0
@user @user stfu bitch nigga who told u to talk hoe,1
@user @user Curt you slag stones off constantly 😂,0
It’s like women can’t wait to be a hoe when the relationship ends,1
I'm guessing the last guy she trusted gave her herpes...,0
2014/15 Coke puts names on cans 2016 Coke puts lyrics on cans 2030 Coke puts dick and pussy pics on cans,0
@user @user Why any DECENT woman would think this skank should be 1st female potus is beyond m…,1
"No to #EU migrant camps in Libya, PM al-Serraj",1
Man Defending His Wife ‘˜Lynched’ By Six Youths In France The glories of open borders and multiculturalism.  Violent immigrants are attacking and terrorizing the French.,1
Yes exactly. Works both ways. The amount of times I’ve been groped by some hysterical straight girl on a night out…,1
Republican Anti-Union Bill Goes Down in Flames in Missouri,0
whoever hit my sister’s car then drove off last night you are a broke ass bitch and we about to catch ur stupid ass enjoy that hit and run 🌚,1
A common occurrence at our borders is #HumanTrafficking and #SexTraffickimg. Did you know that there are many cases where #DACA recipients arrested for Human trafficking ?#TraffickStop #BulldTheWall #EndDACA#EndChainMigrationHere are just THREE cases,1
"Wear Orange - May 24, 2015 - Potter House Worship Center, Harrisburg VirginiaWe want to draw awareness to what...",0
"Invite her over, play Rihanna 'Sex with Me' on repeat, then give her the worst sex of her life... #wastehertime2016",1
Guatemalan mother separated from her 7-year-old daughter waits,0
"WOW, Trump Just Did It: TWEETS Video Exposing Dem/Obama/Hillary Immigration Hypocrisy",0
All women have the incredible ability to determine if another woman is a bitch based solely on her shoes.,1
Role of #refugees in #SouthSudan’s peace process #WithRefugees @user @user @user @user @user @user @user,0
@user You ungrateful whore. . . I'd have bought it n everything 😂,1
"This is besides the catcalls, the hey baby’s and calling me a slut and bitch when I wasn’t interested. Fuck this shit.",0
I'll show you mine if you show me yours,0
@user She isn’t racist unlike your somlalia bitch friend and you always causing shit.. bye slut,1
Congratulations to Juan Lara Reyes on his new 2018 Loaded Ram 1500! We greatly appreciate your business!! Hope you enjoy your new ride!!!,0
Fuck woman who make false accusations of rape. You are a piece of poop,1
When you've just met someone and they start to tell you their life story,0
Your mom was being a bitch to you? I totally see how that's my fault. #WomenSuck,1
Lots of events coming up next week. Sign up to take action!  On Aug 15th call Governor Wolf and demand he take action to protect immigrant families. Stop being complicit with Trump/ICE.   Governor Tom Wolf...,0
"Syrian refugees board buses at Lebanon border, begin their journey back home",0
"You're such a fucking hoe, I love it - that new Kanye and Lil Pump I stan kings that make women feel comfortable about their sexuality.",0
"@user SEASON 2 is being filmed in &gt; SIX WEEKS!! U don't want to miss szn2! They're asking for donations to raise an extra $2,500 in order to bring on 2 brilliant, young immigrant filmmakers as lead crew members and producers for this season",0
"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'",1
"Here's a question for the Twitterverse  What kind of an asshole calls himself an American but does NOTHING except defend illegal immigrant kids while he watches his fellow Americans getting killed by Criminaliens?  THIS KIND - REP TED ""Tedhead"" Lieu (D-jo CA) aka ""THE BCDOTUS""",1
I understand the #NotAllMen impulse cuz I’m a white woman who didn’t vote for Trump. But the women of color who call out all WW are right.,0
@user @user Go back to your hole you fucking roach.,0
"@user @user Bitch, do you think those women are stupid? Don't even try to kiss and lick their ass.  The…",1
@user I just realized I used whore instead of cunt oh how the tables have turned,0
@user Stop lying u skank bitch but white like u,1
Dear white girls: Regardless of how much black dick you’ve had in your mouth you don’t get a pass to freely say “nigga.” Ever. Lol.,1
Who are the European leaders who could save Western Civilization from the migration jihad? @user gives us his list.Hungarian PM Viktor Orban (who became more powerful due to the folly of Germany's Angela Merkel) is first.See what I said....https://t.co/lqi5D0cruN,0
"@user The situation here is already tense, imagine after this! Yesterday, hundreds of refugees protested in Mytilene in memory of an Afghani who died due to lack of care in Moria. Riots and violent protests have already happened for less in the",0
"ðŸ‘‹Say hi to Manish. He is Director of @user newest country programme here in Bangladesh. Here he is showing us around the huge #refugee camp at Cox’s Bazar. Over the course of just a few weeks last year, hundreds of thousands of #Rohingya people fled here from Myanmar.",0
Another new day for women to fuck up #WomenSuck,1
"Proof ""dreamers"" are really NIGHTMARES! #NoDACA #EndDACA #NoDeals #DeportThemAll #BuildTheWallNow",1
This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh,1
My whole life is a bunch of poor decisions followed by thoughts of 'how's this one gonna bite me in the ass',0
"RT @user If you're a girl and don't make me food when I ask/tell, there's a good chance I might just hit you #MaleDominance",1
@user Coming from a hysterical woman.,0
@user @user @user Stop the invasion of 3rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam! #stop_islamization #StopInvasion ##complicediSalvini #REFUGEESNOTWELCOME,1
@user #BuildThatWall So they can keep tunneling under the Border.,1
@user happy birthday ya lil freak! I hope you get the spankings you deserve 😘😘😘,1
Right! As they rape and butcher women and children !!!!!!,0
"For instance, participants in this Pew study broadly overestimate the size of the immigrant population in the US. So, wouldn't it make more sense to ask what percentage of the total populations of each group are democrats or republicans? 2/n",0
@user Not a racist poster close your eyes next time you weight on a GP or NHS Housing appointments,0
Seen it many times. Hair brushes too,0
When you're leaving the dick appointment and it was fire AF,0
That bitch yarelis think im stupid im good bitch ur nasty as can stay fucking your cousin aint wasting my time on no hoe,1
god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream,1
@user I literally fucking died LMAO she said bitch this ain't a whore house😂😭😭💀,0
what you sow you deluded leftie pricks what you going to do when the raping and gromming begins ask the EU for help,0
France: The imported muslim antisemitism against Jews in France increase. Jews have fear. And nobody stop this immigration !,1
Am I piece of shit? Yes. Do I at least feel bad about it? Absolutely not,0
"When people tell me I should 'settle down, get married and have kids'",0
How much RAM do you need? It’s probably less than you think #graphicdesign,0
Great article in @user about Mexican Born wild land firefighters saving property in Trump country. Shasta Co. Too bad this will fall upon deaf trumpers ears. @user,0
"The Romansh weren’t Minnesota’s largest immigrant group, but they made a big impact",0
When I see men wearing skinny jeans,0
Long line of people accepting the Lord at CCC ~30 Praise God,0
Canada Immigration Targets (2018-2020) | Immigration to Canada via @user,0
Keep them bottom feeders out of our country! #BuildThatWall #SecureOurBorers,1
I never smile and I hate to brag but I can say 'cheese' without smiling too,0
That's exactly what shameful Dhimmis want in the USA! #MAGA #BuildThatWall,1
@user Exactly! Why would Americans vote for anyone that supports these absurd policies? IMO it is treason and self destruction to vote for politicians that do not up hold our laws and advocates for illegals over Americans. #BuildThatWall #NoDACA,1
Palestinians slam reported US plan to weaken UN 'refugee' agency #UnitedStates...,0
#Nagaland Deploys More Troops on Assam Border to Check Influx of Immigrants via @user,1
"EU games never endðŸ‘‰More useless slogans from Brussels, which is an international embarrassment due to unwillingness to defend ext. borders. One cannot “manage” illegal migration by showering Tunisia/Morocco w-euros but refusing to seal border, deny entry or deport out of Europe.",1
"@user @user @user @user I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODAC",1
@user That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking,1
"@user Just watched the video, I thought Candace’s behaviour was shocking. The woman is hysterical, you did well Blaire.",1
Because it's against the law and undermines the honest efforts of LEGAL immigrants seeking the American dream. #SendThemBack,0
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",1
Deep State Judge Blocks Trump Administration From Ending Obama Immigrants First DACA,0
"Please RT if you like!! #luxurycars #luxury #supercars #cars Golfer Gets Hole-In-One, Wins a Porsche",0
‘˜Jesus said give to men in need’: Refugee wants Austrians to share money &amp;amp; homes with migrants,0
Leidse jihadist Reda N. twee weken langer vast NO ISS NO TURKS no MOROCCANS no ISLAM borders close refugees are not welcome IN Europe EU NO MERKEL NO Cabinet RUTTE111 (King Alexander country verrarder (Zaid stays black) no animal suffering (fuck Sylvana),1
The Truth about #Immigration,0
"@user They can help and take the children into their churches and feed them - also in Italia the Pope can open the petersdome for refugees, which will sheet into the building sure.",0
"Many years ago I remember the ""Bradford experiment"" starting. This was to see how many immigrants could be packed into a town before things went seriously wrong. As nothing happened, other towns were selected and today we are past the point of no return. So sad. What treachery.",1
"@user We should keep the good hard working immigrants like the Chinese and polish, and deport all the scrounging Romanians! French &amp; Germans have never been an Issue, problem has always be from that asshole of a country Romania @user",1
"Because no one likes being a stupid bitch, alone.....",1
"Great video on refugee crisis ""These are people, not numbers"" RT @user 2/3 of all refugees come from just 5 countries.ðŸ‡¸ðŸ‡¾ SyriaðŸ‡¦ðŸ‡« AfghanistanðŸ‡¸ðŸ‡¸ South SudanðŸ‡²ðŸ‡² MyanmarðŸ‡¸ðŸ‡´ SomaliaImagine what peace in just one of those countries could mean.",0
"Tomorrow night our guest speaker is Madeleine Bair, an Oakland-native and award-winning journalist, will be talking about El Tímpano, a deep listening project centered around Oakland's Latino immigrant population. Please RSVP if you plan to attend:",0
@user Also sad that you fucked your tooth up // The dude with the Kunt hoodie,0
Girls bitch about how immature guys are and then they do shot like That #WomenSuck,0
