comment_text,toxic
"Smoking ban enforcement?  Can we extend our police that much farther?  Do we expect smokers--many of whom are homeless--to pay fines or go to jail?  Laudable, but let's focus our resources more realistically.  Is there someone who wants people calling 911 for a smoking situation?  We can't control littering, copulation, defecating in bushes, alcohol consumption, or drug use in the parks.  We can't even control sleeping in parks.  Because we can't outlaw homelessness.

If we seriously want to attack public smoking, then make it illegal in all public places.  And hire some more police to enforce it.  Other cities, including Seattle, have done that.  This ban targets homeless people unfairly.",0
"Joshua, why should the editors, who took the time to educate themselves and who likely worked stepping stone jobs to get where they are at, try to live on $9.25 and hour? Honestly, the market should dictate what minimum wages are, not government. Why should people of different skill levels get paid the same ""minimum"" wage? 16 year old Johnny who has never held a job before probably deserves $3.50 and hour while 20 year old Jenny who has several years work experience could be worth much more. I've said it before and I'll say it again...
It would be nice if simply raising peoples wages by a few bucks an hour would end poverty but it won't. Change has to happen within families. Intact families with an emphasis on school, good money management and an appreciation for delayed gratification are key foundations to start. Be goal oriented, improve your skill set and you will earn much more than the minimum wage.",0
"putting a criminal in prison so they cannot prey on society is cruel, but cutting off their arm is humane? That is as moronic as anything I have seen PC liberals posting in this forum have said.",1
"Or just drop out and go hang out downtown and relax to his heart's content. I'm going to post this and the three-day weekend letter on the bulletin boards at work, and bring them up at staff meetings. I've also sent a letter to Salem to see if we can get reduced workdays and reduced responsibilities legislated. Of course, to make up for the reduced hours we'll need an even higher minimum wage.",0
"hire someone who is NOT a cis-het white man, even if that person is the most qualified (because he’s had the most opportunities)

That is Straight up racist and sexist.",1
"thanks Mike.....I'm sending you an email right now.....cheers, Gary",0
"Mr. McFadden, with all due respect, I can see why you think the feds are using terms that are "" being used in a highly calculated, sensationalist, and emotionally provocative way.""  However,  I'd say those 'occupiers' and their supporters started it (using word that are 'being used in a highly calculated, sensationalist, and emotionally provocative way') so perhaps they are getting a taste of their own medicine.",0
Interesting idea!,0
"If you can't spell the word 'appetizing' correctly, you can't claim to have gourmet taste.  Soul food is for the hard workers, the country kin, and people who don't need their ass kissed by a waitress.",1
"It is very stupid decision, because people after 18 can decide if they want to smoke or not.",1
"AND Left wing trolls!

Just because someone agrees with you politically doesn't mean they're doing so civilly!",0
"So, Ms. Ricci, you weren't ""embarrassed"" by W's two ridiculous and costly wars, Katrina, his melting down of the economy?
Okay, we welcome you to the saner side of politics, better late...",1
"What a surpise. Given that the rest of the day is the worst sort of vile trash from loons who are an insult to any true conservative. I guess I will have to find another way to listen to the Ducks, which was the only other thing worthy of listening to.",1
That hat must smell if he wears it every day..lol,1
"$65,000 dollars?
Really?
You people are so out of touch with reality.
Throwing around $65,000 dollars on a fence, to keep people from sleeping under a bridge? It's shit like this that can make a person hope the system burns.",1
"It is a scientifically proven fact that people who kill defenseless small animals are sick in the head.   They are mentally ill sociopaths, and a significant danger to society.

First degree animal abuse in Oregon is a Felony, with a mandatory sentence that uses category 6 in the Oregon sentencing guidelines.   This man's long criminal record and status as a felon will insure that he receives a very long prison term indeed.  

Why do you flout the law like this, and have such utter disdain for it?    And why on earth would you support such a career criminal and scumbag, like this man is??",1
"Now, now... As the proponent of your incorrect glass-house assertions, which are incongruent with the facts, don't be throwing any stones about dumb assumptions.",1
Domes it says hasn't been ruled  a suicide. They just worded it weird. Which raises the question... All these people are supposed to be believed to be dying of natural causes??? Right.. all along the bike path.. the girl previously referred to as Jane doe.. also near the bike path... There was a male body found near the bike path out w 11th a month or two ago never heard much more on that one. Then there was that Noah guy who was found it the drain ditch last May... The lady in the parking lots of the apartment complex which I believe was last month... Wtffffffffff!,1
"You are in denial about your anti-gay attitude.  Yes, I don't say ""sky god"" around Jason, but he doesn't try and wrap up prejudiced, antiquated and intellectually dishonest junk in religion-scented wrapping paper to pretend it doesn't smell.

There are very few references to homosexuality in the Bible- far fewer than references to menstruation as ritually unclean, or the appropriate time to kill babies, or how to beat slaves properly.  

Young gays have a higher suicide rate.  Promise me you keep your homophobia to yourself and don't try and influence others in any way on this point.",1
"Last time, and I do mean the last time, I took Uber, my credit card was charged for several special fees I hadn't heard of. (Yes, they showed up on my phone before I completed my transaction, but by then it was too late to make another ride choice.) I decided not to use Uber again, preferring the upfront pricing of Portland's traditional cab companies, where charges doesn't fluctuate hour to hour, day to day, or week to week.   It's too bad, I've always had courteous and helpful Uber drivers.",0
"$55 to see Dave Chappelle is already pretty damned steep. 

That MULTIPLE shows within the same city would sell out in minutes, if not seconds, is literally INSANE. That tickets to see him (or anyone) are going for $400 online makes me want to move to another planet. Humans suck.",1
"liberal dementia, a social disease that knows no shame, often claims Reagan broke the unions...because he enforced federal law on 1 union in criminal violation of federal law. It is impossible to have an intelligent intellectually honest discussion with these morons as they are as shameless liars as it gets.",1
http://www.tacticalshit.com/,0
More evidence that liberalism really is a mental disorder.  This is the stuff that's driving Donald Trump's popularity.,1
"As  homeless teenager, I decided to stop riding riding trains in Portland to see where that might take me. Ten years later, I am a ""three percenter"" due  in large part to Portland's amazingly kind social workers and the city's generosity. I have since helped others in similar shoes,  and it's true  that it is difficult to calibrate and standardize an objective metric for measuring success in the realm of social services' effectiveness. And truthfully, a lot of it  comes down to the individual person. But regardless, I choose  to continue living  here because Portland is not Seattle or San Francisco where dead homeless people are stepped over and where  I have been scolded for buying homeless folks a cup of coffee.",0
"Thank you, Ms. Kitty for pointing out with your endorsement the candidate I will never, ever vote for.",0
"Best hope against what? The neo-fascist politics that they have been promoting since the 1980? Using hatred and anger as weapons against their political competitors is something they have been doing for quite some time. Are they upset at Trump for being too openly fascist? Was their plan to continue using subtle poor bashing and subtle racism to slowly but surely poison the minds of Americans against each other? In our history we have had presidents who prided themselves on knowing many languages and knowing how to play instruments like the violin and the piano. We have had presidents who were soft spoken, gentlemanly and diplomatic. Now look at our modern politicians. They are brutes who can barely speak English and pride themselves on their cultural ignorance. They are forever praising war and forever mocking diplomacy. They are the perfect fascist politicians for a nation that has been educated to have a fascist mentality.",1
"This is my first ever comment on an article. 

Dear author, go fuck your self. You know nothing on this subject. There are lots of bridges for you to jump off of here in Portland do us all a favor and give it a go.
Thanks
Chef Scott Andrew",1
"""...hair trigger firing?""  

No, not really.  

""Let's step back for a minute and consider what happened.""

He reached for his pocket (the pocket with the weapon in it) three times, he was told to get on the ground several times.  He had ample opportunity to prevent his own shooting.  He choose to be shot instead.",1
"I like Stefan Strek's approach. We've allowed almost every underpass on our bikeways to be taken over by intoxicated, often aggressive, panhandlers. They block the road and one must ask permission to pass. Is it any wonder that we have lost 37% of our cycling community (maybe more; the data only goes to 2014). 

Vinus, Clark and maybe Cassidy appear to be calling for more of the same: housing ONLY. A true housing first includes those next steps of substance abuse treatment and job training. No wonder we've got homeless people coming from far and wide to ""visit"" Eugene. We provide free food, very little to no enforcement of illegal camping violations (that foul our river), no enforcement of our no-drinking in public laws, free needles, free laundry, free clothes and even heated spaces if the temperature drops.

It would be cheaper and more effective for the city to buy the Sheriff's Forest Work Camp and convert it into a drug treatment center. We could even sentence people to treatment.",0
"Yeah, too bad ... Oregon Live has 100 times the comments, including the ridiculous and offensive to the sublime. This is a classic Eugene over-sensitive reaction. The software is crap (is that civil, coming from a professional software engineer?).

-- Paul",1
"Their ridiculous band photo has me wanting to drink white wine at 3 in the afternoon.
It's almost 5, right?",1
"I think people are just shocked that somebody from the right is acting like a bully.   The people on the right have been bullied for decades.  First it was civil rights, then abortion, and gay rights.   Now it seems to be transgender rights.   If you do not say or do the current correct things according to the left, you are ridiculed and shut out of the town square.",1
"It's fascinating to read how Jules and other progressive Christians practice their religion. It sounds like they plug their ears and cover their eyes when the ""yucky"" ""scary"" parts come on screen but still like the movie.",1
"Since the Republicans have vowed to deny any nominee a vote, Obama should make a recess appointment.  Currently Congress is in recess and he could do it now.  Even if they managed to block and delay for the rest of the year, my understanding is that he could push through a nominee without consent from the Senate the first part of January.

Let's get something clear about Scalia.  Our politics are a direct reflection of our moral beliefs.  He was understandably a conservative hero.  He was a champion of bigotry, blocking progress for non-heterosexuals at every turn.  He also blocked environmental protection every chance he got.  He had nine children, which is selfish and irresponsible......he was probably opposed to birth control.  And one of his favorite activities was killing defenseless animals for fun.  He was a terrible person.   This world and our Supreme Court  is much better off without him.",1
"Wow, that sounds a little vindictive coming from a Nobel guy. 

Donald Trump was created by Obama, Reid and Pelosi.  Have a clue.",0
Is there any politician in Oregon who truly cares about People and Planet? I can't in good conscience vote for either of these slimy guys.,0
"I, for one, would prefer to see it stay open and wonder why we cannot make it interesting and vibrant like San Francisco's Union Sqaure or Ghiradelli. Or look to the Plaza in Ashland for inspiration. It seems to me that we are proposing the elimination of open space because we have a difficult social situation with which to deal. Building on Kesey Sqaure is ignoring the real problem and removing a public open space for future generations.",0
"Is there evidence that it was a Bernie supporter? Last time I checked, Trump supporters poop too.",1
"The letter writing campaign to get livestock off of Malheur Refuge started in the late '70's. The death threat phoned in to Nancy and Denzel's home was in 1979; along with two other friends I was hired a bodyguard to help protect N&D that weekend. The Hammond's ejection of the Ferguson's from the Diamond Dance was the year or two before the death threat. Great article WW and Jim D. For the last 10 days, lots of us have been wishing we could hear Denzel make witty quips about the Bundycon's occupation of the refuge hq. Sacred Cows at the public trough is easy to get on Amazon. Read and learn, read and learn ... great history of western livestock abuses ...",0
"And a major part of the problem is the lawyers waiting to blame these jerks conduct on their parents or schools any thing will work for a lawyer
Long as a lawyer gets paid anything goes",1
"I used to love bike riding but now there are so many social parasites, bums, passed out in the bike path with tons of garbage piled high, it's not worth it.",1
"Please do sell the old building.  It's not a good example a first impression for Eugene or the U of O.  If not, please make it possible to park there for Matthew Knight Arena events.",0
"With fully computerized records, it is difficult to imagine why a background check should take more than three days.  The story above asserts the bill was prompted by an incident where a murderer purchased a gun in South Carolina after authorities failed to produce a background time in the allotted 3 day window.  What the story and presumably supporters of the bill do not tell us is whether a completed background check allowed by a 10 day window would have stopped the sale, i.e. would the shooter have been denied if the check was completed.

I can see zero reason for a background check to take more than 3 days (given the fully computerized records).  The ten day window will likely only be used to arbitrarily delay approvals to provide a de facto 10 day waiting period for fully legal gun purchasers.  That might be a good idea, but promoters of the bill should be honest about their objectives.",0
Brown is essentially getting paid to abuse multiple women. That's disgusting.,1
"The university is a business, and students pay the university for its services, namely education.

The students presumably pay for services and products at other businesses. They buy food here, clothes there, video games and smartphones somewhere else.

Aside from the fact that fossil fuels are needed to produce some of those things and bring them to market, have the students protested at the headquarters of these other stores or manufacturers? I'm sure many of them invest money in fossil fuels in their retirement plans if nothing else.",0
“Cliven Bundy is a thief and terrorist” is a factual comment.,1
"And you read it all, making you exponentially MORE pathetic.",1
I have yet to receive any e-mail from Civil although the site wide bar indicates stars have been given to some of my posts and that I have had replies.  Disqus sent the replies to me by e-mail.  what have you been receiving?,0
"The tale-tale sign that we were heading to bubble wrapped forums, such as this, was the removal of the dislike button. 

I'm all for civility, but not at the cost of a modernized version of censorship. I can ignore trolls, if needed. Now, it would appear, it is possible for trolls to make me become the ignored.

Internet • Sensitivity ≠",1
"Her attorney, the winner, was paid $71,000. The losers, using our money - rather, more of our money, paid their attorneys $215,000?",1
"""Everyone wins when our downtown core is economically prosperous and a vibrant, inviting and safe center for business, government, culture and housing.""
I have an idea! For wifi access downtown, step into Starbucks and buy a coffee. That's a win for a downtown business. Spending tax dollars on wifi will not enhance livability, it will provide another freebie that will not generate revenue or improve livability. 
It's time to stop the frivolous spending.",0
"too funny. once again this emotional cripple editor has deleted my post after I received several thumbs up. To a liberal emotional cripple stating the truth is being uncivil, but I will always say in their defense, they can only work with the )&$% fer brains they were born with.",1
"""Tea. Earl Grey. Hot.""",0
"The comments I see in WW today could have been lifted from the letters pages and Starbucks wait lines of the 80s and 90s. I'm a 4th Generation Oregonian and spent a great deal of my formative years in NW and North Portland including a short stint in the WW ad room. I've lived in LA for 15 years and love the sunshine and cosmopolitan mix of people. People here are used to newcomers and don't whine about wannabe actresses who migrate from Kansas and end up living in a North Hollywood flop house while working part-time in the porn industry. They don't bemoan the Mexico City transplant with a law degree who is serving vegan plates at a Silverlake diner. Influxes of enervated Californians and trailblazing Brooklyn hipsters will always find their way to Portland. Some will stay. Some will leave. In the end, Portland will become richer with character. You have a beautiful city. Enjoy it. By the way, please quit importing your damn trendy foodie namesakes to LA. It's just looks bad.",1
"""cause more people to move to Eugene."" First, I would never take such utter stupidity serious...but what this really shows, other than pure stupidity...is the arrogance of scum who would deny others the rights and opportunity freely afforded to them. As a Native American Brian Wanty disgusts me",1
Actually your opinion summary is pretty near identical in rhetoric to the unhinged fringe left.,1
...says the guy who neglected and abused other animals...,1
"Wtf dude!  Did someone piss in your cornflakes?  I've never read such an ill-informed, inaccurate, irrelevant load of BS!  If you are really a reporter, you need to check your facts, and do some homework.  You do realize there have been other presidents since Reagan, and that Bruce played at President Obama's inauguration just 8 years ago?",1
The Liars Anonymous meeting today will be at 4:00. Speaker: Mick Jagger.,1
"Sorry folks, Springfield is the real Kesey corner, go see it. Ground floor can be open design while another concrete phallus be raised above it.... dollah bricks for sale.",0
"Definitely local and definitely a citizen.  That doesn't mean he has to encourage or facilitate competition for his business.  If his money helps Save Civic Stadium, there is no moral or legal requirement that he has to pour ashes on his head if it also helps his business.  

Once again a non-participant tries to trash someone who donates to a public organization for no better reason than  the non-participant doesn't like either how the person donating earned the money or that they didn't donate to some cause that the non-participant prefers.",0
"Because the City (leaders?) for years used road repair funds for other purposes, and ignored the mess they created.",0
are you referring to the ones they have video of stored in cardboard boxes that have been chewed through by rats and littered with rat feces and urine? I think on this one the govt set the example of how those artifacts were handled...only video i saw of them handling artifacts were when they cleaned up the building and they did make repeated attempts to return the artifacts to the tribe. Wondering who they terrorized since the refuge is 53 miles from burns and anytime the people that occupied the refuge itself went to town they went unarmed. now...the former fire chief did expose FBI posing as militia. in fact...they tried on several occaisons to get those artifacts back and the tribe refused...go figure...,0
"That sounds like Communism, not Socialism.  Russia is your Utopia.",0
"As far as I am concerned... You saw an opportunity to spread your big bad looter propaganda crap and everyone in archaeology is jumping on the band wagon against these dreaded pot hunters and who's to say you won't desecrate them yourselves to make the public look bad again in the light of all your media attention and cover up operations talking about the federal government and state police. The FBI Art Crime Team is a joke. They wouldn't even know a real art crime tip if it jumped up and stabbed them in the ass with a 16th century sword. They only investigate what the government tells them to. Same as your state inspector generals and those also of your federal agencies. I'm just saying the truth here. A national memorial in Bradenton, Florida is living proof just how much these people care about our national heritage. They don't.  When the EPA spent 34 million dollars to destroy an eligible national historic site portrayed in our national rotunda and they did zero to stop it. No sale",1
"Child rape is cool, if the right people do it.",1
"I'm not ignorant of the legal system nor the stakes of this particular case, and you're not winning any troll points today.  I would like to see WWeek cover all the details of this case.  The free speech concerns are certainly valid, but they're only part of this story.  The other story here, the one they're not telling you, is about how our legal system (and IMO the local press) has failed to protect our community from this creep for over a dozen years.  Now, he's even found a way of manipulating the system for profit.  Is that not a story worthy of the fine journalists at WWeek?

And if YOU think he's innocent, then maybe you'll explain why the jury dismissed the defamation and false light claims?  Maybe you'll explain the alternative motives of so many different women, who don't know each other, and who have bravely come forward with these accusations over many YEARS?  Maybe you'll read the public documents and ask yourself if you believe the system works to protect women?",0
"I am very sorry to hear of this appeal.  I took the time to view the entire video.  The actions taken by Edwards are not those we the people want to see in a state police officer.  The appeal demonstrates that despite clear and convincing evidence in the form of a video, police authorities cannot accept that they were wrong.  The officer drove his car into the rear end of the motorcycle when the motorcycle was at a full stop and the rider was just sitting on it.  The officer seriously kicked the rider for no apparent reason.  This is unacceptable behavior.  Moreover, the video demonstrates that Edwards undertook a high speed chase in which he placed himself and other motorists in danger.  

It is always important for individuals and organizations to acknowledge mistakes.  If the officer obeyed established procedures then it is the procedures that should be changed.  By appealing this clear case of civil rights violation, the police cast doubt on their every denial of wrong doing.",0
"Did it ever say it was anything but a ""hate"" piece?  Rad the title.",0
I'm not sure I see a pattern of racial discrimination in favor of black people in this country.  Do you have any studies that don't include cherry-picked items?,1
"garycrum is a regular in this forum, spewing his typical lies, arrogance, and hypocrisy, all of which is uncivil and not conducive to an adult conversation ... you call it toxic verbal sludge, and that's good, although I've always called it transcribed flatulence.",1
what a pos freaking coward douchebag he needs to be locked up who or whats next?????,1
"""However, from its inception, the NRA’s primary focus has been and remains firearms training, responsible use and safety.""

Who is Hanson trying to kid? From a recent convert, no less!
Stephen J Remington",0
Now there's a nice deck of slides.,0
There have been a number of nominee's that have not gotten hearings or an up or down vote.   Normally what happens is the president or the candidate removes their name when it becomes apparent that they will not survive the vote.   Harriet Maiers is one that did not have a vote.,0
"Commenter Lab Rat does not understand what a Class 2B Possible carcinogen is. As the WHO later stated in its Fact Sheet No. 193 of October 2014 (see http://www.who.int/mediacentre/factsheets/fs193/en/): “To date, no adverse health effects have been established as being caused by mobile phone use.”

Sunlight is a Class 1 carcinogen (at least UV is), but I see no commenters here advocating blackout curtains on all classroom windows, mandatory sunscreen use, or rules that children only go outside wearing full-length UV-protective clothing and wide-brimmed hats.",0
"Quite the mood lifter. She's clearly concerned, if you're either poor or an aging piece of infrastructure that is.

Everyone else? Not a mention. Perhaps it's best not to point out that your only role is to pay the bills.",0
"The state legislature has proposed permanently increasing the lodging tax to fund one entertainment event (plus a bunch of other ""tourism projects""), proposed allowing transit agencies to tax the working stiff's income, and in Eugene the city may propose a park maintenance levy.  

So entertainment, feeding transit snouts, and maintaining too may parks (hundreds) is more important than funding things like Veneta's public safety?",0
Taxpayers are letting students take loans out in order to afford the tuition. Gudagook may be implying that these specific students may be bad investments in the sense that they will not be capable of paying back the government issued student loans.,0
"Except in this case they now have a video from inside the car that was released today, that shows everything that happened.   You cannot dispute all of the lawless acts that this new video clearly recorded.  The video has already debunked conspiracy theories that Finicum's vehicle was fired on at the initial stop.   It wasn't.   They did not receive gunfire until they tried to get through the roadblock further down the road.

And it also shows that the people in the vehicle were heavily armed, and were initially looking to grab their weapons.  They clearly were preparing to murder members of law enforcement.

Only idiots would protest the Federal Government while armed with handguns and assault rifles.  A person has to be incredibly stupid to do that.",1
"I find it ironic and humorous that Scalia's vigorous dissent opened the door for same sex advocates to challenge, and win Marriage rights in many states.",0
I was talking about the comments here---I wouldn't be so crazy to expect our puppet legislators to be so reasonable....they are bought and paid for!,1
Well he'd always be a free man because he was the plaintiff and civil suits don't put people in prison for not paying the fine anymore.,0
"These folks and their attorneys are a safety threat to all of society, they should stay in jail.",1
"Yeah, I am with you on both fronts. The phrasing of ""X% higher than"" is poor usage, and that tech rates seems very high. I've worked some with the State's contract for temp tech services, which has wages set by market rates, and unless everyone in the tech industry is performing at the top tier of various specialties, I don't see the $126k average being anywhere close to right.",0
"What do you value?  There is no acceptable level of herbicides in living cells because the body will not flush it out of the system. It is in the  soil, watersheds, air, plants or other animals.  So if you can live without water, breathing, other life forms and the food you eat .  You need to take a look what has  determined an unsafe level of toxins being sprayed apparently everyone but the Forestry Department understands that once absorbed by the body you cannot get rid of it.  With Chidren it's evern more severe impacting their phsycial and emotional development.  There is no question about the damage these herbicides toxins do.  So get informed because you sound ignorant about the subject.",1
"""A life sentence for the offenses against Malheur is too harsh.""

Alan:  I've seen nothing in any other news reports about these charges that would indicate that a life sentence is possible.  I believe that this Associates Press news report is thus in error on this point. In fact, other news reports that I have read have indicated that this other charge ( using or carrying a firearm during a crime of violence ) has a 5 year mandatory minimum sentence ( much like the Arson charge the Hammonds were convicted of ), and a 10 year maximum. The Justice Department has determined that the seizure of the refuge was legally a violent act, despite the fact that no one was hurt.

I would expect a 5 year sentence on this charge, just like the Hammonds got. That is probably all that they will get.  And no less, due to the mandatory 5 yr sentence requirement.

So don't worry about a life sentence.  That comment was probably just more sensationalism by the press. Or a dumb reporter.",1
"I'm sorry.  Per Chief Justice Roberts when he upheld Obamacare, it would have to be a ""tax"" not a ""fine"".   Self-taxation, just like playing the Oregon Lottery.",0
"Finally!  Something POSITIVE to report about the usually academically/socially/politically moronic miserable University of Oregon.

Go, ROTC students!",1
"When will low income earners start to realize that ""don't impose any sensible restrictions on business owners, or they will close shop"" is almost always a farce. Business owners will *always* take full advantage of whatever cost saving/revenue increasing measures they can under the law, regardless of the effects on the rest of their community. Placing sensible restrictions -- like requiring 90 days notice before increasing rent -- on their abilities to take advantage of the system does not cause them to stop innovating/close shop. Stop voting to enrich the well-off.

Source: I am a moderately successful businessperson",0
"If the University will not lower tuition, then I firmly believe they should start paying more to their host city (Eugene) for the ware and tear they have on city services.  That includes policing, Street repair, sewage and Stormwater treatment, water treatment.  I'm sick of their new buildings and dormitories, it is time the taxpayer gets relief",0
"Simplification of vague proposals to the point of obfuscation is a bureaucratic trick long employed by the City of Eugene, Lane County and the State of Oregon.  The document you just shared is a perfect example of the method employed.  

 I am always hopeful that a reporter, especially one with your experience, can, and will,  cut through the intentional lack of transparency and report what few facts exist and also identify the total nonsense designed to obscure those facts.  My hope was disappointed in this case.",0
"You're kind of a dick, aren't you?",1
Waterboarding is when we baptize the terrorists with freedom.,0
Mr. Huffman is just pissed because he's a rat on a sinking ship.,1
The Planned Parenthood Motto: We like to kill at a very young age!,1
"this article is distasteful, he is serving a life sentence as it is thanks to seaworld and people still pull him apart even when he is sick. plenty of animals have fought back against there captivity not just him",0
"I still think if they had called themselves ""Occupy Malheur"" they would still be there and the FBI would have never shown up!",0
"Either the University or KWAX or someone had better come out and address this honestly and completely in the next few days, or they will start losing support of the listeners.  I, for one, will be withholding any contribution until I get an honest, complete explanation of WTF is going on.

And tompainne II, your comment about Caitriona was low class and hurtful, not to mention ignorant.  Shame on you.",1
"You would think the author of this post, or an editor at Willamette Week, would have been able to do a simple Google search and realized: 

1. There is already an article titled ""Your Uber Driver Hates You,"" written in Sept. 2014: https://idrivesf.wordpress.com/2015/01/27/your-uber-driver-hates-you/

2. A Buzzfeed listicle titled ""Ten Reasons Why Your Uber Driver Hates You"" followed shortly after: http://www.buzzfeed.com/kellkontraire/ten-reasons-why-your-uber-driver-hates-you-xk61

3. To update the myriad reasons why your Uber driver hates you with one extra reason is just a lazy way to make your point. 

4. Also, lists are dumb.",1
"have done, and the references in it.  ignorance is such an ugly thing.",1
"This may be a crucial element to this issue, and bears consideration.  I don't know if you saw the Oscars last night, but there is some similarity with the race issue.  I'm sure the great majority of those attending (whites) would not consider themselves ""racist.""  Yet the fact is minorities were essentially ignored in academy voting.  While there is a clear difference between belief and behavior, the first almost always has an effect on the second.  A church that formally declares women aren't equal to men doesn't have to be full of domestic abusers, but may give tacit--even if unintended--support to them.  Same with ""I believe people should be able to choose their partner, we just won't marry them in our church.""  Not quite as bad as ""I'm not a racist, but a restaurant owner should be able to exclude Blacks from his restaurant.""  But pretty close.
Quite a conundrum, how members who aren't homophobic justify belonging to a church that is.  Cognitive dissonance indeed.",0
F u c k the homeless. The people giving handouts should be a s s raped!,1
You got some serious issues.  Time to take a step back and re-evaluate yourself.,0
"I haven't been following this closely, but this seems to make sense to me. I'd be curious to know more about the arguments against it.",0
"So true. If the Mayor and majority of the County Board of Commissioners acted like any reasonable citizen, either homeowner or business owner, they would have planned an ""annex"" to the county building to provide _shared_ space for the two local governments. But, no -- each must have their ""shrine' to their self-importance.

In reality, their petty presences will be lost to history, while our children bear the burden of their self-aggrandizement.
 
-- Paul",0
"The experts don't ""assume the answer"". Travel times to bus stops are studied from which the answer is found.

You ARE not average. I was never implying that you are average. Average people don't exist. Average is a statistical construct upon which people make decisions. 
You prefer cars. Certainly fine with that. It was just a simple statement made regarding an assertion. I provided the research for the assertion ""The exercise benefits of riding in a car equal those of riding in a bus.""  A study is not intended to change your preferences.  I might as well try to get you to like Bach over Beethoven by showing you research that one is favored by experts. Discounting the evidence by saying it does not apply to themselves, or that ""they don't care"" isn't needed if you are claiming preferences. Beauty is in the eye of the beholder.",0
The groups you mentioned are the shock troops of the elite who are scared of a POTUS they can't control when in office. All of those groups are financed by the George Soros types of the world who are stripping this country of anything of value before they collapse our economy. The only person with what it takes to make the tough decisions and to resist the zio mafia currently in charge is Trump our only fear should be that he will find himself channeling JFK RFK MLK and many others before him before he is able to rid us of these parasites,1
"A couple of things about the statistics that say our healthcare outcomes are poor.  First they almost always compare apples and oranges and are slanted to make our outcomes poor.   Also, cutting edge, advanced things are almost going to initially going to give poor results for the money spent.   Also, since the rich pay most of the bill, should not they the ones that benefit the most?  Or are you one of the ones that say we should hold a gun to the rich and say pay up?",0
"""Foundation CEO Paul Weinhold"" Weird. That's not Michael Schill.

This article probably should have pointed out that the students are, ostensibly, protesting the UO Foundation. The UO Foundation is located at the Ford Alumni Center, near Matthew Knight Arena on the outskirts of campus. Johnson Hall is located in the center of campus and is very visible.

The students are protesting the wrong people in the wrong place.",0
"Regardless of the legitimacy, the preferred alternative to a ticket in all three cases -- be it for enabling panhandlers, talking on the phone or texting -- is the same: pull off to a safe place out of the flow of traffic to finish the task before proceeding. Consider the benefits of such a practice for the potential donor. He or she stops the vehicle and turns off the engine, so as not to contribute to climate change. He or she walks up to the potential panhandler, getting some valuable exercise. He or she makes eye contact and engages the potential panhandler in conversation, reaffirming both individuals' humanness. He or she is clearly observed by other motorists and pedestrians, and the perception of public acknowledgement/admiration so many crave washes over him or her. Instead of risking a $50 fine, he or she can put that money to good use a buck or two at a time. This is a good idea for everyone. I'm surprised Eugene's city council didn't think of it first.",0
"Jules Bailey supports Targeted, UNLIMITED Neighborhood Concentration of Public Housing which allows government to load the neighborhoods of its choosing with up to 100% Public Housing clients.

Bailey has REFUSED to ask for meaningful, accurate, complete and timely Public Housing Statistical Data which would lead to a fact and data based public discussion and debate of public housing policy, which Bailey wants to avoid.

As a sitting Multnomah county commissioner Jules Bailey has the power TODAY to change his position and take action. He has been challenged for months and won't budge.

And so it goes.

Richard Ellmyer
North Portland
Author of more stories on the politics, players and policies of Public Housing and its euphemisms, Affordable/ Regulated Affordable/ Publicly Subsidized Affordable and Low-Income Housing in Multnomah County over the last fourteen years than all other journalists and elected officials combined.",0
"Mike:

 Perhaps not, but another saying goes, ""Whats good for the goose, is good for the gander"",  the Bundys displayed an over riding sense of entitlement, any charges the government can charge them with, within the law, I sincerely hope they use. If for no other than to give those that attempt something likeminded, pause.",0
I agree with you.  This assumes she's not indicted of course.,0
Your attempt to smear Christianity by comparing it to radical Islam is duly noted.  Your illogic could be applied to secularists and Buddhists as well.,1
"This is a classic case for bail denial. The last time he interacted with our legal system, he had a host of armed sympathizers pointing guns at federal employees. There is ample reason to believe he does not respect our system of government enough to show up for court proceedings if he is released.",0
"I don't doubt for a second that that's what you see...a mess, unsanitary crap etc.  The thing is, you could see things from another perspective.  For example, you could see human beings as opposed to a mess, unsanitary crap.  The failure to see each other as humans beings and the notion that the ""right"" of one person to not being subjected to seeing what they deem an ""eyesore"" superseding human life in and of itself is a fascinating thing.  It's why people protest suicide barriers on bridges, even though we know they save lives, people get upset about their scenic view being disturbed, it's why people cry for ""men's rights"" as a retort to the notion that a woman's body is her own - because they don't even want to acknowledge that women are equal, it's why people complain that they're tired of hearing about racism without thinking how it must feel to live with it everyday.",1
What a shame. It would have been the perfect conversion for all the Starbucks in former Coffee People locations.,0
"Answer B. The new Portland gasoline tax proposal of ten cents per gallon raises only 14.5 million dollars per year. A new Portland gas tax of 30 cents per gallon would be required to match the amount needed just to maintain the status quo of a 12% road repair deficit.

This proposal exacerbates the current 12% road repair deficit and places Portland businesses that sell gasoline at a distinct disadvantage. 


After many months of research these two competing ideas are the only two serious proposals on the public table. I encourage Media companies, groups and individuals to use this material as presented above. Attribution would be appropriate.


Richard Ellmyer
North Portland

5 of 5",0
